CUPS;Fecha;Hora;Consumo_KWh;Metodo_obtencion
ES0022000004433403RW1P;07/08/2024;18;0,427;R
ES0022000004433403RW1P;07/08/2024;19;0,419;R
ES0022000004433403RW1P;07/08/2024;20;0,406;R
ES0022000004433403RW1P;07/08/2024;21;1,442;R
ES0022000004433403RW1P;07/08/2024;22;0,847;R
ES0022000004433403RW1P;07/08/2024;23;0,418;R
ES0022000004433403RW1P;07/08/2024;24;0,349;R
ES0022000004433403RW1P;08/08/2024;1;0,308;R
ES0022000004433403RW1P;08/08/2024;2;0,370;R
ES0022000004433403RW1P;08/08/2024;3;0,270;R
ES0022000004433403RW1P;08/08/2024;4;0,220;R
ES0022000004433403RW1P;08/08/2024;5;0,221;R
ES0022000004433403RW1P;08/08/2024;6;0,211;R
ES0022000004433403RW1P;08/08/2024;7;0,195;R
ES0022000004433403RW1P;08/08/2024;8;0,200;R
ES0022000004433403RW1P;08/08/2024;9;0,217;R
ES0022000004433403RW1P;08/08/2024;10;0,290;R
ES0022000004433403RW1P;08/08/2024;11;0,292;R
ES0022000004433403RW1P;08/08/2024;12;0,296;R
ES0022000004433403RW1P;08/08/2024;13;0,636;R
ES0022000004433403RW1P;08/08/2024;14;1,104;R
ES0022000004433403RW1P;08/08/2024;15;1,053;R
ES0022000004433403RW1P;08/08/2024;16;0,435;R
ES0022000004433403RW1P;08/08/2024;17;0,512;R
ES0022000004433403RW1P;08/08/2024;18;0,532;R
ES0022000004433403RW1P;08/08/2024;19;0,560;R
ES0022000004433403RW1P;08/08/2024;20;0,566;R
ES0022000004433403RW1P;08/08/2024;21;0,541;R
ES0022000004433403RW1P;08/08/2024;22;1,260;R
ES0022000004433403RW1P;08/08/2024;23;1,312;R
ES0022000004433403RW1P;08/08/2024;24;0,943;R
ES0022000004433403RW1P;09/08/2024;1;0,378;R
ES0022000004433403RW1P;09/08/2024;2;0,298;R
ES0022000004433403RW1P;09/08/2024;3;0,296;R
ES0022000004433403RW1P;09/08/2024;4;0,265;R
ES0022000004433403RW1P;09/08/2024;5;0,237;R
ES0022000004433403RW1P;09/08/2024;6;0,212;R
ES0022000004433403RW1P;09/08/2024;7;0,197;R
ES0022000004433403RW1P;09/08/2024;8;0,213;R
ES0022000004433403RW1P;09/08/2024;9;0,207;R
ES0022000004433403RW1P;09/08/2024;10;0,651;R
ES0022000004433403RW1P;09/08/2024;11;1,389;R
ES0022000004433403RW1P;09/08/2024;12;1,292;R
ES0022000004433403RW1P;09/08/2024;13;0,895;R
ES0022000004433403RW1P;09/08/2024;14;0,404;R
ES0022000004433403RW1P;09/08/2024;15;0,272;R
ES0022000004433403RW1P;09/08/2024;16;0,242;R
ES0022000004433403RW1P;09/08/2024;17;0,237;R
ES0022000004433403RW1P;09/08/2024;18;0,235;R
